1.0,0.0
0.904535,0.0
0.86572,0.0
0.838425,0.0
0.816535,0.0
0.797935,0.0
0.781715,0.0
0.76757,0.0
0.754085,0.0
0.74235,0.0
0.731225,0.0
0.7214,0.0
0.71209,0.0
0.703205,0.0
0.69482,0.0
0.687175,0.0
0.67954,0.0
0.67219,0.0
0.66502,0.0
0.658315,0.0
0.65172,0.0
0.645555,0.0
0.639745,0.0
0.633565,0.0
0.6274,0.0
0.622045,0.0
0.616885,0.0
0.611895,0.0
0.607585,0.0
0.602975,0.0
0.598985,0.0
0.59496,0.0
0.590885,0.0
0.586425,0.0
0.582245,0.0
0.578575,0.0
0.574775,0.0
0.570965,0.0
0.56712,0.0
0.56368,0.0
0.560605,0.0
0.55706,0.0
0.554125,0.0
0.550865,0.0
0.547495,0.0
0.5448,0.0
0.54221,0.0
0.5395,0.0
0.5367,0.0
0.534005,0.0
0.531415,0.0
0.528715,0.0
0.52597,0.0
0.52323,0.0
0.52056,0.0
0.517965,0.0
0.51488,0.0
0.51254,0.0
0.51011,0.0
0.50738,0.0
0.504995,0.0
0.50302,0.0
0.500625,0.0
0.49845,0.0
0.49623,0.0
0.49402,0.0
0.491845,0.0
0.4899,0.0
0.4877,0.0
0.48577,0.0
0.48395,0.0
0.481685,0.0
0.479725,0.0
0.478135,0.0
0.476255,0.0
0.474265,0.0
0.47211,0.0
0.47034,0.0
0.46858,0.0
0.466675,0.0
0.46486,0.0
0.46291,0.0
0.460905,0.0
0.459275,0.0
0.457345,0.0
0.45577,0.0
0.45427,0.0
0.453115,0.0
0.451495,0.0
0.44996,0.0
0.448625,0.0
0.44734,0.0
0.4458,0.0
0.44436,0.0
0.4433,0.0
0.441825,0.0
0.44058,0.0
0.439125,0.0
0.43793,0.0
0.436335,0.0
0.43528,0.0
0.43434,0.0
0.43302,0.0
0.43186,0.0
0.43049,0.0
0.42918,0.0
0.427745,0.0
0.4266,0.0
0.425335,0.0
0.42387,0.0
0.4231,0.0
0.421615,0.0
0.420765,0.0
0.419525,0.0
0.418085,0.0
0.416845,0.0
0.415505,0.0
0.41419,0.0
0.413005,0.0
0.411915,0.0
0.410795,0.0
0.40977,0.0
0.40852,0.0
0.40791,0.0
0.406835,0.0
0.405895,0.0
0.405015,0.0
0.40384,0.0
0.40295,0.0
0.401755,0.0
0.400865,0.0
0.399955,0.0
0.399365,0.0
0.39829,0.0
0.397755,0.0
0.39668,0.0
0.39547,0.0
0.39467,0.0
0.39343,0.0
0.39267,0.0
0.39215,0.0
0.391255,0.0
0.39083,0.0
0.39013,0.0
0.389585,0.0
0.389055,0.0
0.38823,0.0
0.387595,0.0
0.386805,0.0
0.38638,0.0
0.385955,0.0
0.385395,0.0
0.38483,0.0
0.383905,0.0
0.38283,0.0
0.38204,0.0
0.3815,0.0
0.380895,0.0
0.38034,0.0
0.379675,0.0
0.378475,0.0
0.377815,0.0
0.377085,0.0
0.376225,0.0
0.37528,0.0
0.3744,0.0
0.37336,0.0
0.37268,0.0
0.371535,0.0
0.370745,0.0
0.36939,0.0
0.36849,0.0
0.367655,0.0
0.367165,0.0
0.36611,0.0
0.365115,0.0
0.36429,0.0
0.36339,0.0
0.36268,0.0
0.362365,0.0
0.36185,0.0
0.360955,0.0
0.36009,0.0
0.35919,0.0
0.35868,0.0
0.358025,0.0
0.35692,0.0
0.356035,0.0
0.35549,0.0
0.35516,0.0
0.354855,0.0
0.35406,0.0
0.353645,0.0
0.35263,0.0
0.351905,0.0
0.351285,0.0
0.350755,0.0
0.34972,0.0
0.349105,0.0
0.348115,0.0
0.347585,0.0
0.347185,0.0
0.346365,0.0
0.345815,0.0
0.345205,0.0
0.34452,0.0
0.344135,0.0
0.34374,0.0
0.34332,5e-06
0.342815,0.0
0.341605,5e-06
0.34093,5e-06
0.34022,5e-06
0.339955,1.5e-05
0.33969,1.5e-05
0.33901,1.5e-05
0.337805,2e-05
0.33713,2e-05
0.336615,2.5e-05
0.336045,3e-05
0.335565,4e-05
0.33476,6e-05
0.334355,7.5e-05
0.333535,9e-05
0.332975,0.0001
0.33247,0.00011
0.33162,0.00013
0.331015,0.00014
0.330495,0.000155
0.32985,0.00017
0.329485,0.00018
0.329105,0.00019
0.32866,0.000195
0.328065,0.000215
0.327765,0.000235
0.327255,0.00025
0.32678,0.000275
0.32612,0.000285
0.325545,0.00029
0.32542,0.00029
0.32497,0.0003
0.32486,0.000315
0.324435,0.000325
0.3241,0.000335
0.32388,0.00036
0.323465,0.00037
0.323235,0.00039
0.322595,0.000395
0.32202,0.00039
0.321665,0.000405
0.32139,0.000415
0.32111,0.00043
0.32067,0.00044
0.320405,0.00045
0.32029,0.00046
0.319885,0.00046
0.319535,0.000465
0.319395,0.000465
0.31892,0.000475
0.31873,0.00048
0.31836,0.0005
0.31787,0.00051
0.31773,0.00051
0.31731,0.000525
0.31646,0.000535
0.315765,0.000535
0.315125,0.000555
0.31447,0.00056
0.31399,0.000555
0.313665,0.00056
0.31296,0.000565
0.31246,0.00056
0.31199,0.00056
0.31144,0.00057
0.31095,0.000575
0.31023,0.000585
0.309635,0.000595
0.309375,0.000595
0.30931,0.00059
0.309005,0.00059
0.30891,0.00058
0.308525,0.000575
0.307955,0.00058
0.30785,0.000575
0.3075,0.00059
0.306895,0.000595
0.30628,0.000595
0.305705,0.000585
0.30503,0.0006
0.304475,0.000605
0.30391,0.000635
0.303485,0.000635
0.303245,0.000635
0.302985,0.00065
0.302525,0.000655
0.301815,0.00067
0.30118,0.000675
0.30079,0.000685
0.300215,0.000685
0.299555,0.0007
0.29918,0.0007
0.298885,0.000695
0.29823,0.00069
0.29796,0.0007
0.29747,0.000715
0.296995,0.00073
0.29675,0.000735
0.29664,0.000755
0.29628,0.000785
0.29589,0.000795
0.295085,0.00081
0.294535,0.000825
0.293965,0.00085
0.293495,0.00085
0.29293,0.000865
0.292805,0.00089
0.292155,0.000885
0.291555,0.00091
0.29094,0.000935
0.290495,0.000925
0.289955,0.00092
0.289125,0.00091
0.288705,0.00091
0.28854,0.00094
0.28822,0.00096
0.28778,0.000975
0.287845,0.001
0.28798,0.001005
0.287815,0.001005
0.287245,0.00103
0.286665,0.00105
0.28604,0.00106
0.2858,0.00107
0.285105,0.00107
0.284735,0.001095
0.28475,0.001105
0.284425,0.001115
0.28426,0.001145
0.284095,0.00118
0.28346,0.001225
0.282955,0.00126
0.28217,0.001315
0.281565,0.001365
0.281225,0.0014
0.281025,0.001405
0.28081,0.001435
0.280225,0.001485
0.28019,0.00151
0.27976,0.001575
0.279135,0.00162
0.27892,0.001675
0.278605,0.00173
0.278025,0.001755
0.27782,0.001815
0.277265,0.00187
0.27674,0.00192
0.276465,0.00196
0.276645,0.00201
0.27662,0.00203
0.27626,0.002075
0.275985,0.00214
0.275705,0.00218
0.2758,0.00225
0.275575,0.002295
0.27522,0.00231
0.275095,0.00236
0.27476,0.0024
0.274465,0.00244
0.27431,0.0025
0.274145,0.00252
0.273965,0.002585
0.27387,0.002635
0.273625,0.002665
0.273535,0.00272
0.27337,0.002725
0.273275,0.002765
0.273445,0.002825
0.273205,0.00284
0.27304,0.002845
0.272825,0.002855
0.272675,0.00288
0.272265,0.0029
0.27217,0.002975
0.27176,0.002995
0.27176,0.00308
0.271695,0.003145
0.27167,0.003155
0.271075,0.003215
0.270715,0.003255
0.270395,0.0033
0.270075,0.003365
0.26958,0.003455
0.26893,0.003535
0.268655,0.00358
0.268545,0.003645
0.268305,0.00371
0.26851,0.00375
0.268405,0.003815
0.26792,0.003875
0.267605,0.003965
0.267315,0.004065
0.26701,0.004135
0.266775,0.004225
0.26632,0.0043
0.265915,0.004355
0.26555,0.004435
0.2651,0.00451
0.26478,0.00461
0.264385,0.00468
0.263875,0.004785
0.26328,0.00482
0.26271,0.004855
0.26221,0.00489
0.261955,0.00493
0.261375,0.00499
0.26105,0.005055
0.26094,0.005095
0.260385,0.005175
0.259855,0.005225
0.259415,0.005245
0.259135,0.005275
0.25865,0.00533
0.25815,0.005365
0.25752,0.00545
0.25698,0.005505
0.25677,0.00557
0.25661,0.005605
0.256005,0.0056
0.255445,0.00557
0.25528,0.00559
0.255075,0.005615
0.25507,0.005565
0.25507,0.005565
0.25522,0.00561
0.25485,0.00566
0.254735,0.0057
0.254385,0.005695
0.254055,0.005685
0.253895,0.005715
0.2539,0.00572
0.25359,0.005775
0.25334,0.00586
